Page,Title,Type,Location,Size,Price,Links,Description
1,Apartment 206m in Capital Gardens compound - New Cairo,Apartments,New Cairo,206 M²,"4,676,100EGP",https://aqarmap.com.eg/en/listing/2752679-projects-capital-gardens,"To get a new apartment in a decent location, a luxurious place and a suitable price is the dream of every citizen nowadays. But the new residential projects made it possible and its project, Capital Gardens Compound, is considered one of the most promising projects for businessmen to invest in its real estate.One of the most appealing qualities of Mostakbal City is that it consists of luxurious compounds of the highest social status from the inside. Which means that it guarantees a high living standard, not to mention that 50% of the whole space is green landscapes which adds to the magic and beauty of the city.Details about Capital Gardens Compound Mostakbal CityThe total space of the compound is 103 acres, that is divided between residential units, green landscapes, pools and various services and more. The residential units only take 21% of the whole space, while 79% is designated to gardens, roads, schools and clinics to accomodate to all the residents’ needs.The Real Estate Developer of Capital Gardens Complex Mostakbal CityCapital Gardens Compound is one of the projects of Palm Hills Developments which is one of the most important real estate companies that was founded in 2005, which succeeded in developing a lot of residential projects that reached 27 million square meters across all Egypt.Previous Projects of Palm Hills DevelopmentsPalm Hills Developments has developed a lot of important real estate projects that some are residential, commercial and resorts. Most importantly:-The Crown Compound,6th October city-Palm Hills Compound, New Cairo-Gulf Mall Central, New Cairo-Badya Palm Hills Compound, 6th October city-Hacienda bay resort, North Coast-Palm Parks Compound-Village Gate Compound-Palm Hills Katameya Compound-Woodville Compound, 6th October city-Hacienda White, North Coast-Golf Extension Project-Palm Hills Compound, 6th October city-Casa Compound, El Sheikh Zayed -Palm Valley Compound -Palm Hills Compound, Alexandria ##Location of Capital Gardens projectCapital Gardens Compound is located in Mostakbal City in the 45th Kilo, on the Suez Road, directly in front of the second gate to El Shorouk City. It lies close to Madinaty, New Cairo, Heliopolis, Kattamya and The New Administrative Capital, only separated by the Mohamed Bin Zayed Street. The Compound is also only 25 minutes away from the Cairo International Airport, and only 20 minutes from the American University in Cairo (AUC). Units and Spaces in Capital Gardens Gated CommunityCapital Gardens Compound includes many different units, ranging from apartments and duplexes. Apartment spaces range between 145 and 260 square meters. The buildings within the compound are only 5 floors high, where each floor consists of three or four apartments. Features in Capital Gardens Complex-The compound’s strategic location, where it lies in the heart of New Cairo and close to many new cities and the Cairo International Airport-The compound’s huge space is also a huge plus, where it provides all different kinds of services-The developing company’s commitment to delivering its units on time. -Various payment methods including installment plans-The compound’s great inner designs, besides the white buildings that only add up to the total project’s luxury and beauty-All the buildings are equally five floors high-Many different unit spaces and views to suit all clients’ needsServices in Capital Gardens Compound-Guarding services of the highest quality, with a high wall surrounding the compound and surveillance cameras-Landscapes all over the compound, as well as swimming pools and roads. -A big mall that includes many different shops, restaurants and cafes-A play area for kids’ to have fun-A Sports Club, Gym, and a spa -Jogging tracks away from cars and bikes-Private garages-Electronic gates to move in and out of the compound-Elevators in every building-Maintenance services for facilities and unitsDesigns in Capital Gardens ComplexThe compound includes 2500 different units in terms of design and spaces, where they were all uniquely designed to view the landscapes and swimming pools across the whole project. As for the buildings’ outer designs, it’s all inspired by the European architecture that is known for its luxury. All buildings are also painted white, that paints an amazing picture with the greenery across the whole project. All of this helps to create a calm, beautiful environment for all the residents of the compound, which is something you will find in every other project made by Palm Hills Development. Prices of Units in Capital Gardens CompoundApartment prices in the compound range between EGP 2,456,500 and EGP 2,702,800 with spaces ranging between 150 and 165 square meters. Price Per Square Meter in Capital Gardens projectThe price of one meter within the compound starts from EGP 12,663 half finishing, all with a view of the main road and many beautiful landscapes. Payment Methods in Capital Gardens CompoundThe developing company offers its clients great payment methods, through paying 15% of the desired unit’s price as down payment, and installing the rest over 8 years. Discover the Beautiful City of New Cairo -New Cairo was founded back in 2000 after a presidential decision to increase the residential and industrial spaces, while also decreasing the pressure over the older cities and already crowded neighborhoods-The City lies East of Cairo, 350 meters above sea level-The city of New Cairo is estimated at 70 thousand acres-Some of the most important districts of New Cairo are: The Fifth Settlement, Banafseg Neighborhood, Lotus Neighborhood, Narges Neighborhood, Andalus Neighborhood, Northern Investors Neighborhood, Southern Investors Neighborhood, and many more Privileges of Living in New Cairo and Mostakbal City-Lesser populated areas-All neighborhoods are calm and luxurious-Amazing designs within the city and in every compound-Great weather in the summer, due to being above sea level-Surrounded by Cairo’s most important roads, which connects the city to all the important areas-The city includes many schools, universities, hospitals, restaurants, banks, malls, and companies-The city also offers many investment opportunities"
1,Office for sale 120m in Pioneer Plaza - New Capital,Offices,New Administrative Capital,120 M²,"7,200,000EGP",https://aqarmap.com.eg/en/listing/2856246-projects-pioneer-plaza,"Pioneer Plaza:The Pioneer Plaza Mall, which is currently being implemented by Global Pioneer Development and Construction, is a great opportunity for customers and investors who want to make great profits. The Pioneer Plaza Mall, which is currently being implemented by Global Pioneer Development and Development, is a great opportunity for customers and investors who want to make great profits, as the Pioneer Plaza New Administrative Capital is located in the New Administrative Capital, which is currently one of the most important cities in Egypt, due to the presence of government institutions in it, in addition to some vital places, which attract investors to it.Developer:Global Pioneer is the owner of the mall, and it is an Emirati company with its main branch in Abu Dhabi.It is one of the most important companies in the field of investment, as it started its activity in the Arab Republic of Egypt since 2015, through the establishment of Banque Misr in Sheikh Zayed City, and it has also implemented many mega projects located in the Fifth Settlement area in New Cairo in cooperation with the Urban Communities Authority.The company has started implementing the Pioneer Plaza Mall in 2019, and it is expected to be completely completed and units delivered by the end of the current year 2020.Services:The owner company is well aware that integrated services are one of the most important advantages that make the project successful over other similar projects in the same region, especially that the mall aims to deal with customers directly without an intermediary, so it was necessary to provide comprehensive services, which are as follows:Facilities and buildings within Pioneer New Capital account for only 30% of the total large area, and the remainder is green spaces and recreation areas in the area surrounding the buildings.The mall project is supervised by Egyptian, Emirati, and Italian management, which makes it compete at the global level.The mall is equipped with a fire protection system (Nafco). There is a tight security system, in addition to placing cameras with modern technologies in various places of the mall.It has a large hall suitable for holding corporate meetings.The ground floor includes a food court on an area of ​​900 square meters, with many restaurants and cafés known at the international level, offering highly efficient services.Inside the Pioneer Plaza Mall, the Administrative Capital, there are children's entertainment areas containing various games.There are also movie theaters to watch the best movies.There are elevators with international technological techniques.On the ground floor of Pioneer Plaza, there is a huge pharmacy equipped to the best standard.The landscaping occupies a large area of ​​the total area of ​​the mall.The mall has a distinct exterior architectural design that matches modern European architecture.Location:Pioneer Plaza Mall is located in MU 23, specifically in plot A 10, which is one of the most vital areas in the Administrative Capital, given its proximity to the Gold Souk and the Axis of Hope.Payment Plan:The customer pays a contract down payment of only 10% of the total unit price at Pioneer Plaza Mall.He pays the second installment, which is estimated at 5% of the total price after six months have passed from the date of payment of the contract provider.The rest of the amount is then paid in equal monthly installments over a period of five years"
1,Separate Villa 378m for sale with Lake view in City Oval - New Capital,Separate Villa,New Administrative Capital,378 M²,"13,450,000EGP",https://aqarmap.com.eg/en/listing/2941328-projects-city-oval,"City Oval:One of the best residential projects in the New Administrative Capital, which inspire a calm and peaceful atmosphere away from the stresses of daily life, where the project provides all the high-end living services, facilities and recreational activities to meet the needs of residents and make them feel the sense of luxury residence where you can book your unit now and win the highest residential units at the best prices and payment systems that reach several years.About Developer:The owner company of the project is Master Group, an Egyptian joint stock company that has implemented many successful real estate projects where Master Group owns more than 18 projects in different places to offer through a life of sophistication, luxury, architectural design, and tranquility that any client is looking for away from the hustle and bustle of the city.Its major previous projects are as follows:Real estate projects and contracting works under the Ministry of Awqaf.Malak compound in Aida village North Coast.The City Valley New Capital.The City New Administrative Capital.White Bay Ras Sedr.Valley Red Sea Ras Sedr.Location:It is located in the Administrative Capital at R7, plot F1, close to the best important services in the New Capital and all the roads and transportation through which you can move around Cairo and its outskirts.Services: Vast green spaces.Clubhouse.Kids' and adults' recreational areas.Covered & outdoor swimming Pools.8,500 m² shopping mall with all international brands.Hypermarket to buy all your home supplies.Restaurants & Cafes.A Roman-style health club equipped with state-of-the-art equipment.Equipped health club.Track for walking and cycling.Private golf lessons.A mosque designed with the highest architectural designs.24-hours medical services and pharmacies.Covered & secured garage.24/7 security and guarding.Payment Plan:8%Down payment - installments up to 8%"
1,Shop for sale 31m in Dejoya Strip Mall - New Capital,Stores,New Administrative Capital,31 M²,"3,510,000EGP",https://aqarmap.com.eg/en/listing/2793131-projects-Dejoya-strip-mall,"De Joya Strip Mall:Taj Misr Development Company has the honor to announce the Strip Mall of Dejoya New Administrative Capital on the mall's shops. DeJoya Mall of the New Administrative Capital is the first Strip mall that directly overlooks the Tourist Walk and Al Sefarat neighborhood and is located near Central Park, and thus it is one of the most important malls in the New Administrative Capital. The Strip Mall de Goia, the Administrative Capital, provides services for 1002 residential units inside the compound and also outside the compound consisting of (commercial ground floor - and first and second administrative floors). Strip Mall, the Administrative Capital, includes a distinguished group of cafes - Restaurants - pharmacies - and shops with various activities that meet all the needs of the residents of the New Capital Compound De Goia. Strip Mall de Goia, the administrative capital, includes many stores of various sizes, which start from 35 m to 120 m. strip Mall de Goia, the administrative capital, the mall delivers security glass facades - and porcelain floors -Developer:Dejoya New Capital is the implementation of Taj Misr, which is considered one of the largest real estate companies in Egypt, and it is one of the Egyptian international construction companies. It cooperated in the implementation of the compound with the company ""Space"" for engineer Medhat Dora, the largest engineering consultancy company, and Eric Company for Eng. Mostafa Khalil Akbar contracting companies.The company was established in 2006 and since its inception has presented a large number of mega projects, the most important of which are:South Cairo Courts Complex.The social club for the employees of the Central Bank in New Cairo.Dyar General Intelligence Compound in New Cairo.Greens project for engineer Hassan Dora company.The American School of Sheikh Zayed.Badr Gardens Project.The head office of BLOM Bank Egypt is in New Cairo.The Address Compound by Eng. Hassan Dora.Construction of 32 buildings belonging to the armed forces in the R1 region of the New Administrative Capital.Building 15 residential towers belonging to the New Urban Communities Authority in the R3 region in the Administrative Capital.Implementation of three residential, administrative, commercial buildings in the R5 area of ​​the New Administrative Capital.The head office of BLOM Bank Egypt is in New Cairo.Services:Secure glass Porcelain floorsSpecifications of finishing shops inside and central air conditioningelevatorFire extinguishing systemPanorama screensLocation:Inside the Degoya Compound - the compound is located in the eighth residential neighborhood R8, specifically in Plot No. B2, which is one of the vital places in the New Capital.Payment Plan:7% down payment and installments over 7 years - equal installments10% down payment and 10% after the first yearAnd 10% after two yearsAnd installments over 10 years equallyDelivery date 2024"
2,Shop for sale 65m with 52m out area in White 14 Tower - New Capital,Stores,New Administrative Capital,65 M²,"9,425,000EGP",https://aqarmap.com.eg/en/listing/2969601-projects-white14-tower,"White 14 Tower:White 14 Tower New Capital, the first administrative mall for MBG in the Downtown areaDeveloper:Master Builder Group is one of the largest and best real estate developers in the Delta region. MBG projects vary between medical, residential, and commercial units.MBG maintains a full-time staff of well-trained real estate professionals who are constantly striving to deliver the highest quality to their clients.The investment volume is estimated at more than 26 billion pounds. The Master Builders Group has delivered more than 800 residential towers of the highest standards. We have delivered more than 40,000 units.We are the pioneers in providing the following: - The first to introduce the concept of the complex in the Delta region - The first medical complex with high international medical standards - The first complex of commercial services and facilities in the Delta.Master Builders Group projectsIt has two projects in the new administrative capital:Pukka New Capital CompoundAnd the River Green projectAnd finally, its third project, White 14 Tower New Capital, the Administrative CapitalServices:The presence of a central air conditioning system for all units.White 14 Mall in the Administrative Capital includes a central audio system.Elevator with panoramic view.The White Mall provided 14 central showers for all units.The exterior and interior facades of the mall are made of double glazing that allows light to enter and prevents noise.The mall is designed both internally and externally with the latest luxury designs.White 14 New Capital Mall is equipped with 24-hour surveillance cameras.Private parking garage.The new MBG project is powered by solar energy.The Food Court area includes the finest restaurants and cafes.White 14 Tower has an energy-saving backup system.The latest firefighting systems.In Mall White, MBG provided 14 security systems through the largest and best professional security companies.Location:White 14 Tower New Capital Mall is located in the heart of the Downtown area, directly on theW14 Mall is located near the banks and towers area.White 14 Tower New Capital Mall is located near Al Masa Hotel.White 14 New Capital Mall is about 20 minutes from the Administrative Capital Airport.Payment Plan:20% discount if you contract for a commercial or administrative unit in the White 14 Tower New Capital Mall.payment systems:10% down payment and the rest in installments over 6 years.15% down payment and the rest in installments over 7 years.20% down payment and the rest in installments over 8 years.30% down payment and the rest in installments over 9 years."
2,Office for sale 120m in Cloud 7 - New Capital,Offices,New Administrative Capital,120 M²,"2,760,000EGP",https://aqarmap.com.eg/en/listing/2862288-projects-cloud7,"Details of Cloud 7 Business Mall Cloud 7 Business Mall in the New Administrative Capital is an integrated commercial, administrative, medical and hotel service tower. It is the latest project in the Downtown area in the New Administrative Capital of Egypt. The mall has unique architectural designs that combine sophistication and simplicity. Cloud 7 Business is built on an area of ​​3000 square meters, but the construction ratio of the tower is only 30% of this area, and the mall consists of 2 basement floors., ground floor, and 14 typical floors.Real Estate Developer of Cloud 7 Business MallCapital Development is the developer of the project, and the company has contracted with an Egyptian-French engineering consultancy office to undertake the design process of the building on the latest architectural styles for commercial buildings, relying on the use of modern technology to suit the nature of fourth-generation cities.iCapital is a subsidiary of Jadeer Real Estate Group, which has a huge precedent in the Egyptian real estate market since 2006 until now as an Egyptian joint stock company specialized in the field of real estate development and project management, and participated in important architectural projects in which it cooperated with the Engineering Authority of the Armed Forces and the Arab Contractors Company.iCapital seeks to participate in the construction of the Administrative Capital and to create a new concept in the real estate field. It has contracted with the largest company in Egypt and the Middle East for project management, “the CFM Company of the Orascom Group” to take over the project management from the design stage to the implementation and operation stages, as a successful partner with a contract. Previous projects for Capital Real Estate Development CompanyProjects in the new lotus area at 62, 174, 240, 254, 439, 526, 802New Andalusian projects in 174, 240Roman Narcissus New ProjectH24 project on October 6thProject A51 OctoberBeit Al Watan October 6 in the Baron projectAlora Project in the 6th of October CityA49 Project in the 6th of October CityHalina compound mini project in OctoberLocation of Cloud 7 Business Complex MallThe project is located in the New Administrative Capital, specifically, in the Downtown area, plot MU5-07, and the Downtown area is the picnic and shopping area in the New Administrative Capital and the Mall area is the third plot of land in the back of the Towers area, with a privileged location on two main streets, and the mall overlooks a 70-meter-wide street And on the main street 50 meters wide.The Iconic Tower can also be seen directly, which is located on the main axis linking the northern axis of Bin Zayed and the Green River, between the tourist and hotel district, the financial and business district, the government district, the ministries, the banks complex, the Central Bank, the Council of Ministers, Parliament, the Stock Exchange, the Egyptian City of Culture and Arts, the Administrative Control Authority, the largest library in the Middle East and a complex Cinemas, near the central station, the subway, and the monorail. It also connects Al Masa Hotel to the Gold Souk area, the Misr Mosque, and in front of the pharmaceutical companies complex, with a side tourist walkway with a width of 43 meters.Cities and main roads near the Cloud 7 Business Complex MallThe mall is located in the new administrative capital, which is located between Greater Cairo and the Suez Canal region, near the regional ring road and the Cairo / Suez Road, specifically after New Cairo and the two cities of Madinaty and Mostakbal City.Types of Commercial Units in Cloud 7 Business Complex MallCloud 7 Business Complex Mall offers a variety of units, including administrative, commercial and hotel units, all commercial units on main streets, and administrative, medical, and hotel units with a panoramic view.Areas of Units in Cloud 7 Business Complex MallThe commercial units in the mall start from 29 square metersThe administrative units start from 32 square metersThe hotel units start from 35 square meters.Design of Cloud 7 Business Complex Mall projectThe mall depends on the use of modern technology to suit the nature of fourth-generation cities, with a unique feature of the tower called “7 I’s”, which means: (I Facilities - I Finishing - I Parking - I terras - I Furniture - I Integrated - I Intelligent).Features of Cloud 7 Business Complex Mall Panoramic view of the units.Green spaces, water bodies and landscapes.Achieving the global code for administrative buildings and services required by international companies from corridors, number of elevators, ceiling heights, administrative services and meeting rooms.The administrative units are comprehensively equipped with central air conditioning, with the highest finishing specifications.The commercial includes outdoor spaces with a ceiling height of up to five meters, which suits all requirements of most brands and agencies.The hotel floors offer room service, infinity pool, gym and spa, with the delivery of fully furnished and ready hotel apartments within 4 years.Services Available in Cloud 7 Business Complex Mall projectThe mall offers its customers a range of services, including:Fourth generation smart building systemGymnasium and open workspacesAn open food court area with a panoramic view that includes a variety of international restaurants and cafesLarge open area in the ground floor PLAZA on an area of ​​2100 square metersThe first floor includes escalators from outside the building, and an elevator for people with special needs from the insideWi-Fi in the entire mallVisitor reception halls and large screensThe project was provided with a facility management system, including a fire alarm system, a solar energy system, air conditioning systems, and a lighting systemLounge waiting for each floor of the towerEquipped meeting roomsA private elevator equipped for medical unitsSecurity and services 24 hoursThe Price per Square Meter and Units in the Cloud 7 Business Complex Mall projectThe price varies inside the mall according to the unit type, its location and the level of finishing, in addition to the constant change in prices in the real estate market, and to know the price updates firstly, follow the price guide on Aqarmap.Payment Systems for Cloud 7 Business Complex Mall propertiesThe company that owns the project offers customers easy payment systems, including:10% down payment and the rest in installments over 6 equal years.15% down payment and the rest in installments over 7 equal years.20% down payment and the rest in installments over 8 equal years.30% down payment and the rest in installments over 9 equal years.Advantages of investing in the Cloud 7 projectThe good location: The Downtown area is known to be one of the most important and best areas of the Administrative Capital. The project’s distinctive location is near the Al-Massa Hotel, the Green River, and the Capital Airport, as the area was rated very highly.Various services to facilitate your work: 70% of the project area is services and green spaces only.Payment systems: In Cloud Seven Business Complex Mall, you can contract your unit with payment systems of up to 9 years.Finishing: The company offers a special finishing system for all units with high-quality materials."
2,Villa for sale 350m in Yaru Compound - New Capital,Separate Villa,New Administrative Capital,350 M²,"6,650,000EGP",https://aqarmap.com.eg/en/listing/2940829-projects-yaru-compound,"Yaru Compound in New Capital Yaru Compound is an integrated residential project and one of the best residential compounds in the New Administrative Capital. It is located in one of the most distinguished areas of the New Administrative Capital. The compound includes a group of distinct residential units of apartments and villas in an attractive and elegant manner, with complete services and facilities and the latest modern technology. The occupancy rate of buildings and facilities does not exceed 19%, and the rest is allocated to green spaces and services.The Real Estate Developer of Yaru New Capital CompoundThe Yaru project is the first project of Atom Global Real Estate Development in the New Administrative Capital, an Egyptian-Emirati-Saudi joint stock company. It is implementing the project in partnership with the Electricity Police General Administration Officers, and in cooperation with some other companies, namely:UAE Perfect Way Companies: It is a group of companies that owns and manages many real estate assets in the UAE, with assets of about 2 billion dirhams, ranging from rented administrative offices, medical centers, commercial facilities and pharmacies.Al-Hassad Company: It is one of the Saudi companies with a history dating back 25 years, and it has built and owned a large number of hotels in Riyadh and Makkah, and has also developed distinguished projects outside and inside the Kingdom of Saudi Arabia, in the United Kingdom, Turkey and others.The Saudi Mina Metal Company: It is a Saudi-Egyptian company, specialized in the work of cladding facades, and it has implemented several towers in Saudi Arabia in addition to the facades of the clock tower.Egyptian Haman Ventures: It is a group of investment companies that manage tourism, commercial and real estate projects.Previous projects for Atom Real Estate DevelopmentAtom has previous real estate projects, including:Real estate development for many projects inside the Kingdom of Saudi Arabia, including a group of the largest hotels located in the Great Mosque of Mecca and Riyadh.The full facades of the clock tower.A group of housing projects in Turkey and England.Location of Yaru Compound New CapitalYaru Compound is located in the New Administrative Capital in a strategic location, specifically in the area R8 - plot H2, next to a number of distinctive compounds, including La Verde Compound, in addition to many strategic and vital areas in the New Administrative Capital.Cities and main roads close to the Yaru Project in the New Administrative CapitalThe compound is located near the Opera House and all the important government institutions in the capital. It is also close to the presidential residence, and is only a few steps away from the diplomatic district and the conference center. It is also located a few minutes from the new Administrative Capital airport and the Bin Zayed axis, and it also overlooks the Green River, and most importantly, its location is close to all roads and transportation, through which it is easy to move to all parts of Cairo and vice versa.The Main Types of Real Estate Units in the Yaru Compound in the New Administrative CapitalThe properties within the Compound in the New Administrative Capital vary between independent apartments, which start with small areas, and standalone villas with large areas that achieve more privacy and independence for their residents.Areas of Real Estate Units in Yaru Compound in the New Administrative CapitalThe areas of apartments range from 70 m² up to 240 m², and the villas' areas range from 202 m² up to 350 m².Design of Yaru Compound in the New Administrative CapitalYaru project is an integrated residential project that includes apartments and villas, on an area of ​​37 acres, with a construction rate of only 19% for buildings and villas, and the rest is allocated to vast green areas and services.Features of Yaru Compound in the New Capital The compound is characterized by a number of factors that distinguish it from other residential projects, including:Its distinguished location is not only because it is in the new administrative capital of Egypt, but also because it is distinguished by its location within the capital itself.The presence of vast green spaces within the compound.It provides all the basic and recreational services that the residents need.The compound has complete infrastructure facilities that are powered by solar energy on an area of ​​50% of the highest buildings.Services available in Yaru Compound in New CapitalAs for the services that the compound provides to its residents, they are:A number of cycling paths are connected to the outdoor bike path around the compound.A comprehensive social club equipped with swimming pools and gymnasium on the latest international styles.Swimming pools for women and games rooms.A shopping center that includes a group of cafes and restaurants.Several supermarkets and pharmacies.Beauty salons.Permanent security and guard staff working within 24 hours.A large number of surveillance cameras that constantly monitor movement inside the compound.Nursery for children.The Price per Square Meter and the Unit in Yaru Compound in the New Administrative CapitalThe unit price within the compound varies according to the floor, the level of finishing, and the location of the unit within the compound, in addition to the constant price changes in the real estate market.Payment Systems for the Properties of Yaru Compound in the New Capital Yaro Compound offers its customers a very easy payment system, as it is possible to book in the compound by paying a 5% down payment and the rest of the installments over a period of up to 8 years.Or pay a 10% down payment and the remaining installments over 10 years in equal installments.In addition to a maintenance deposit of 8% and a garage of EGP 75,000.The health club is also free for a limited time offer.Atom Real Estate Development has announced that the date of receiving the compound in the Administrative Capital will be after 4 years from the date of contracting.Residential Neighborhoods in the New Administrative CapitalThe new capital includes 25 residential neighborhoods, 1.1 million units, 40,000 hotel rooms, and more than 10,000 kilometers of roads. The Ministry of Housing aims to build 25,000 housing units in one residential neighborhood. The unit area ranges from 100 square meters to 180 square meters or more for villas and others.The number of companies working in the construction of the capital reaches 4 major companies, namely the Arab Contractors, Talaat Moustafa, and the Orascom alliance, Allam Sons and Concorde, in addition to other companies that contribute to the implementation of the rest of the works, and the project seeks to attract 7 million people in the first phase only."
2,Shop for sale 33m in Linx - New Capital,Stores,New Administrative Capital,33 M²,"2,925,926EGP",https://aqarmap.com.eg/en/listing/2957992-projects-linx,"Project Description: LINX is the FIRST commercial complex to be delivered in The New Capital! In two years from now, you can drive down the Suez Road and hit the easy access to LINX commercial complex so you can check on your luxurious workspaces, diversified food courts, fresh clinics & international retail shops. LINX tower is an iconic building that is designed as an emblem of exclusivity and functionality for Egypt’s new promising economic future. With its stately outlook and advance facilities, LINX is all about working in style and balancing between work and play with wellbeing at its core. This flourishing and inspiring community offers workplaces that make a bold statement and helps unlock business opportunities and achieve business excellence. It is the ultimate place where creativity flows freely and targets are met easily. Developer:""Founded in 1993 Capriole Group has successfully designed and constructed over 1 billion dirhams worth of high-rise towers, hotels, factories, workshops, educational buildings, warehouses, commercial centers. Powered by innovation, excellence and collaboration between all stakeholders Capriole Group has consistently delivered all projects on time and on a budget to our end consumer’s satisfaction. At CAPRIOLE™ Our multidisciplinary team of architects, developers and engineers pioneer new sustainability, technology, and well-being solutions in Egypt, that will shape the future of how we live, work, learn, and play. The global reach of our business gives us vision and expertise, our local team and partners give us the insights we need to create enduring social and economic value to the communities we build in."" Services:8 Elevators3 entrances (separate entrance for each use)Storage RoomsParking Spots24/7 SecurityHandicapped bathroom on each floorDigital BoardsFood CourtSky Lounge2 plazas front 1300m + back 3000m with seating areasCCTVInternetSolar PanelsWaiting areasKids AreaMeeting RoomsBMSBMUSecurity SystemFirefighting SystemHVACCentral air conditioningPrayer roomsWaste management systemAccess ControlIrrigation systemGeneratorsLocation:Best locations in the MU23 area and the first serviced area in the administrative capital. The project is located on al-amal axis; the current main entrance to the capital from the Suez Road.The axis extends to the financial and business districts, the northern and southern bin Zayed axis, and the regional and middle ring roads. Between 2 residential areas; R2 and R3 so thhe area is surrounded with more than 55,000 residential units. Only 300m to the green river.5 minutes to the financial and business district.5 minutes to the sports city.10 minutes to the medical city.10 minutes to Al Masa Hotel and Opera House.10 minutes to the government financial district.10 minutes to the fairgrounds.15 minutes to the diplomatic quarter.20 minutes from the Fifth Settlement.Payment Plan:Down Payment starting from 10%, installments up to 6 years"
2,شيخ زايد الحي السابع بجانب مدرسة مرفيل انجليزي,Duplex,"El Bostan, Seventh Neighborhood",600 M²,"5,500,000EGP",https://aqarmap.com.eg/en/listing/3190601-for-sale-cairo-el-sheikh-zayed-city-el-hay-elsabeaa-lbstn,فيلا من لمالك دوبلكس اللبيع مساحتها 600متر صافي # 4 غرفه + غرفت الشغاله # غرفت النوم فيها دريسنج قباني+جاكوزي
2,Apartments For Sale in Dejoya Compound - Taj Misr,Apartment with Garden,"كمبوند دي جويا - تاج مصر, كمبوند بالعاصمة الادارية الجديدة",154 M²,"2,440,000EGP",https://aqarmap.com.eg/en/listing/3067063-for-sale-cairo-new-administrative-capital-new-capital-compounds-dy-jwy,Apartments For Sale in Dejoya Compound - Taj Misr
2,Commercial For Sale in Park Lane Compound - Al Attal,Commercial,"كمبوند بارك لين - العتال, R7",54 M²,"5,914,634EGP",https://aqarmap.com.eg/en/listing/3067229-for-sale-cairo-new-administrative-capital-r7-park-lane,Commercial For Sale in Park Lane Compound - Al Attal
2,Factory For sale in Industrial zone,Factory,"المنطقة الصناعية, القاهرة الجديدة - التجمع الخامس",180 M²,"5,500,000EGP",https://aqarmap.com.eg/en/listing/3120339-for-sale-cairo-new-cairo-el-maantiqah-el-sinaiyyah,Factory For sale in Industrial zone
2,Corporate Branch For sale in Cairo Business Plaza - Better Home,Corporate Branch,"كايرو بيزنيس بلازا - بتر هوم, مشاريع تجارية بالعاصمة الإدارية الجديدة",56 M²,"1,960,000EGP",https://aqarmap.com.eg/en/listing/3111697-for-sale-cairo-new-administrative-capital-new-capital-commercial-projects-kyrw-byznys-blz,المطور الاول بالعاصمة الادارية (Better Home) تطرح اكبر مشروع ادارى في الحي المالي Cairo business plaza( New Capital)اكبر مبني ادارى في الحي المالي علي مساحة ٢٥.٠٠٠المباني تم تصميمها طبقا لاشتراطات L.E.E.DGreen Building Certification و هو اعتماد معترف به دوليا كتميز في طريقة التفكير و اعادة تصميم الاماكن بما يخدم البيئة المساحات تبدء مم ٥٦م سعر المتر يبدء من ٣٢.٠٠٠ : ٤٠.٠٠٠ بدون تشطيب ٥٠٠٠ سعر متر التشطيب بشيك منفصل بعد سنة و نصف من التعاقد تسليم الوحدات تشطيب كامل بالتكييف (مركزى)
2,Apartments 130 M² Semi Finished in El Maadi Ring Road,Apartments,"دائري المعادي, المعادي",130 M²,"1,000,000EGP",https://aqarmap.com.eg/en/listing/3183527-for-sale-cairo-new-cairo-el-kattameya-compounds-in-kattameya-kmbwnd-mkny-lmnswr-llttwyr,Area: 130mFourth floor3 bedrooms + 3 bathroomsSemi-finishedGarage shareElevatorImmediate deliveryTwo rooms overlooking the street ( reception - master bedroom )Compound Makani - Al Maadi ring roadOn the entrance to Sokhna road5 mins from New Cairo - 5 mins from Nasr city - 5 mins from Al Maadi
2,For Sale - Separate Villa 430 M² Super lux,Separate Villa,"El Rabwa, Compounds in Sheikh Zayed",430 M²,"16,000,000EGP",https://aqarmap.com.eg/en/listing/3020210-for-sale-cairo-el-sheikh-zayed-city-compounds-in-sheikh-zayed-el-rabwa,Separate Villa For Sale in El Rabwa with size 430 M²
